customer_id,identity_segment,engagement_tier,age,income,cost_preference,preferred_price_tier,group_size,explore_prob,preferred_rest_type,order_frequency_days,base_churn_hazard,location
1008912,Office Worker,regular,38,46083,625.0,Mid-range,1,0.2,Casual Dining,4.1,0.03,Koramangala 6th Block
1008913,Family,trial_only,23,134448,743.0,Mid-range,4,0.15,Casual Dining,62.5,0.15,New BEL Road
1008914,Office Worker,occasional,37,60745,490.0,Budget,1,0.2,Delivery,16.0,0.06,Richmond Road
1008915,Office Worker,occasional,37,70504,679.0,Mid-range,1,0.2,Casual Dining,11.5,0.06,Whitefield
1008916,Office Worker,regular,34,87066,489.0,Budget,1,0.2,Casual Dining,3.2,0.03,New BEL Road
1008917,Office Worker,regular,33,80128,207.0,Budget,1,0.2,Food Court,4.1,0.03,Richmond Road
1008918,Student,occasional,23,18011,247.0,Budget,2,0.35,Dessert Parlor,15.7,0.06,Shivajinagar
1008919,Couple,power_user,42,74181,839.0,Mid-range,1,0.3,Lounge,1.0,0.01,Shanti Nagar
1008920,Family,regular,45,79294,984.0,Mid-range,3,0.15,Casual Dining,13.3,0.03,Jayanagar
1008921,Office Worker,trial_only,26,64145,441.0,Budget,2,0.2,Quick Bites,40.2,0.15,Koramangala 6th Block
1008922,Family,power_user,43,159108,1013.0,Premium,3,0.15,Casual Dining,2.6,0.01,Brookefield
1008923,Student,trial_only,19,16330,349.0,Budget,1,0.35,Cafe,43.2,0.15,Marathahalli
1008924,Office Worker,regular,23,89435,511.0,Mid-range,1,0.2,Cafe,17.7,0.03,Kaggadasapura
1008925,Office Worker,regular,25,55757,328.0,Budget,1,0.2,Cafe,1.2,0.03,Ulsoor
1008926,Office Worker,regular,31,76805,500.0,Budget,1,0.2,Food Court,4.0,0.03,Old Airport Road
1008927,Family,trial_only,54,95785,1073.0,Premium,4,0.15,Casual Dining,13.4,0.15,MG Road
1008928,Food Explorer,occasional,22,51071,238.0,Budget,2,0.7,Fine Dining,3.3,0.06,BTM
1008929,Office Worker,occasional,24,60765,418.0,Budget,1,0.2,Delivery,3.4,0.06,Brookefield
1008930,Office Worker,regular,24,63042,485.0,Budget,1,0.2,Casual Dining,9.5,0.03,JP Nagar
1008931,Family,trial_only,26,117396,820.0,Mid-range,3,0.15,Casual Dining,26.7,0.15,New BEL Road
1008932,Office Worker,occasional,32,54311,594.0,Mid-range,1,0.2,Cafe,36.2,0.06,Whitefield
1008933,Student,occasional,23,26250,358.0,Budget,3,0.35,Quick Bites,14.2,0.06,HSR
1008934,Food Explorer,occasional,22,90675,702.0,Mid-range,1,0.7,Dessert Parlor,18.1,0.06,Malleshwaram
1008935,Couple,occasional,41,65138,1445.0,Premium,1,0.3,Lounge,43.1,0.06,Bannerghatta Road
1008936,Food Explorer,occasional,39,93489,791.0,Mid-range,1,0.7,Cafe,23.2,0.06,BTM
1008937,Student,regular,18,18316,303.0,Budget,1,0.35,Bakery,2.4,0.03,Koramangala 8th Block
1008938,Student,trial_only,21,30178,272.0,Budget,1,0.35,Quick Bites,31.5,0.15,Koramangala 6th Block
1008939,Office Worker,regular,37,59865,549.0,Mid-range,1,0.2,Casual Dining,7.6,0.03,Koramangala 4th Block
1008940,Food Explorer,trial_only,35,59207,414.0,Budget,2,0.7,Sweet Shop,27.5,0.15,Marathahalli
1008941,Student,regular,19,14503,294.0,Budget,1,0.35,Quick Bites,4.2,0.03,Jayanagar
1008942,Student,regular,19,34117,207.0,Budget,2,0.35,Cafe,20.1,0.03,Koramangala 5th Block
1008943,Student,regular,21,27967,359.0,Budget,1,0.35,Cafe,3.4,0.03,BTM
1008944,Couple,occasional,42,71469,1570.0,Premium,2,0.3,Cafe,6.4,0.06,Brigade Road
1008945,Couple,regular,44,100173,919.0,Mid-range,2,0.3,Cafe,2.5,0.03,MG Road
1008946,Family,trial_only,37,74891,769.0,Mid-range,4,0.15,Fine Dining,47.6,0.15,Koramangala 6th Block
1008947,Student,occasional,21,30855,262.0,Budget,1,0.35,Food Court,21.0,0.06,CV Raman Nagar
1008948,Family,regular,40,159465,1015.0,Premium,3,0.15,Casual Dining,4.7,0.03,Basavanagudi
1008949,Office Worker,occasional,31,78193,592.0,Mid-range,1,0.2,Casual Dining,10.9,0.06,Cunningham Road
1008950,Student,occasional,22,21581,262.0,Budget,1,0.35,Dessert Parlor,20.8,0.06,BTM
1008951,Office Worker,trial_only,27,39954,141.0,Budget,3,0.2,Quick Bites,0.5,0.15,BTM
1008952,Office Worker,regular,32,59414,565.0,Mid-range,1,0.2,Quick Bites,1.7,0.03,HSR
1008953,Office Worker,trial_only,34,60625,455.0,Budget,1,0.2,Casual Dining,29.5,0.15,MG Road
1008954,Food Explorer,power_user,32,65499,612.0,Mid-range,1,0.7,Kiosk,3.8,0.01,Vasanth Nagar
1008955,Office Worker,occasional,40,52667,546.0,Mid-range,1,0.2,Casual Dining,18.0,0.06,JP Nagar
1008956,Office Worker,occasional,36,32784,414.0,Budget,2,0.2,Quick Bites,26.3,0.06,Domlur
1008957,Family,regular,46,122798,674.0,Mid-range,5,0.15,Cafe,16.2,0.03,JP Nagar
1008958,Family,power_user,49,83232,729.0,Mid-range,4,0.15,Fine Dining,2.7,0.01,Kalyan Nagar
1008959,Student,occasional,21,31021,339.0,Budget,1,0.35,Food Court,37.2,0.06,BTM
1008960,Family,regular,31,151396,976.0,Mid-range,2,0.15,Cafe,15.2,0.03,Jayanagar
1008961,Student,regular,21,25093,431.0,Budget,2,0.35,Dessert Parlor,3.0,0.03,Brigade Road
1008962,Office Worker,regular,39,43464,490.0,Budget,1,0.2,Casual Dining,3.1,0.03,Sarjapur Road
1008963,Family,occasional,51,140154,771.0,Mid-range,3,0.15,Dessert Parlor,10.8,0.06,Jayanagar
1008964,Family,regular,32,179120,977.0,Mid-range,5,0.15,Fine Dining,0.8,0.03,Electronic City
1008965,Office Worker,occasional,31,67837,353.0,Budget,2,0.2,Quick Bites,10.2,0.06,BTM
1008966,Student,trial_only,19,29656,414.0,Budget,1,0.35,Dessert Parlor,12.0,0.15,Marathahalli
1008967,Office Worker,occasional,23,84026,471.0,Budget,1,0.2,Quick Bites,10.0,0.06,Marathahalli
1008968,Office Worker,occasional,28,80916,427.0,Budget,2,0.2,Delivery,48.5,0.06,BTM
1008969,Food Explorer,occasional,23,52976,358.0,Budget,1,0.7,Takeaway,7.5,0.06,Koramangala 6th Block
1008970,Office Worker,regular,29,82397,513.0,Mid-range,1,0.2,Quick Bites,3.4,0.03,Race Course Road
1008971,Couple,regular,25,126549,1116.0,Premium,2,0.3,Cafe,3.3,0.03,Koramangala 7th Block
1008972,Office Worker,regular,28,73134,441.0,Budget,1,0.2,Cafe,10.7,0.03,BTM
1008973,Couple,power_user,39,72789,699.0,Mid-range,1,0.3,Lounge,0.6,0.01,BTM
1008974,Student,regular,23,21655,265.0,Budget,1,0.35,Dessert Parlor,5.6,0.03,New BEL Road
1008975,Office Worker,occasional,38,84238,393.0,Budget,2,0.2,Casual Dining,20.3,0.06,Ulsoor
1008976,Student,regular,21,32926,333.0,Budget,2,0.35,Bakery,9.7,0.03,Banashankari
1008977,Student,regular,21,12884,279.0,Budget,1,0.35,Dessert Parlor,4.9,0.03,Shanti Nagar
1008978,Food Explorer,trial_only,40,74122,100.0,Budget,2,0.7,Pub,3.6,0.15,HSR
1008979,Family,regular,40,132731,717.0,Mid-range,3,0.15,Casual Dining,7.5,0.03,Sahakara Nagar
1008980,Family,occasional,23,71498,509.0,Mid-range,3,0.15,Casual Dining,5.0,0.06,Banashankari
1008981,Office Worker,regular,39,44762,346.0,Budget,1,0.2,Cafe,9.4,0.03,Hosur Road
1008982,Family,occasional,42,131573,1001.0,Premium,3,0.15,Fine Dining,12.1,0.06,Sarjapur Road
1008983,Family,power_user,43,138737,462.0,Budget,5,0.15,Casual Dining,3.1,0.01,Lavelle Road
1008984,Couple,power_user,26,60556,1288.0,Premium,4,0.3,Cafe,5.6,0.01,Koramangala 6th Block
1008985,Family,trial_only,36,110822,699.0,Mid-range,2,0.15,Cafe,20.1,0.15,JP Nagar
1008986,Family,occasional,36,138647,660.0,Mid-range,4,0.15,Fine Dining,37.1,0.06,Vasanth Nagar
1008987,Office Worker,power_user,37,89432,352.0,Budget,1,0.2,Quick Bites,2.4,0.01,Koramangala 1st Block
1008988,Food Explorer,regular,29,119803,680.0,Mid-range,3,0.7,Delivery,2.5,0.03,Indiranagar
1008989,Student,occasional,20,17767,335.0,Budget,4,0.35,Bakery,9.3,0.06,Domlur
1008990,Office Worker,regular,35,70513,277.0,Budget,2,0.2,Quick Bites,1.6,0.03,Bellandur
1008991,Couple,occasional,24,105267,1545.0,Premium,1,0.3,Fine Dining,6.5,0.06,Indiranagar
1008992,Student,occasional,23,15264,205.0,Budget,2,0.35,Cafe,13.7,0.06,Banaswadi
1008993,Student,occasional,18,22688,331.0,Budget,1,0.35,Beverage Shop,13.6,0.06,Marathahalli
1008994,Office Worker,trial_only,27,38271,332.0,Budget,1,0.2,Cafe,16.3,0.15,Marathahalli
1008995,Office Worker,regular,31,37211,404.0,Budget,1,0.2,Cafe,8.9,0.03,Domlur
1008996,Food Explorer,trial_only,25,68511,280.0,Budget,1,0.7,Mess,68.7,0.15,Residency Road
1008997,Couple,occasional,24,76140,1041.0,Premium,3,0.3,Microbrewery,3.7,0.06,JP Nagar
1008998,Office Worker,occasional,30,38746,430.0,Budget,2,0.2,Quick Bites,25.7,0.06,BTM
1008999,Food Explorer,occasional,35,44150,313.0,Budget,1,0.7,Bakery,3.1,0.06,Bellandur
1009000,Family,occasional,28,128363,863.0,Mid-range,7,0.15,Casual Dining,14.3,0.06,Koramangala 1st Block
1009001,Couple,power_user,30,50585,1334.0,Premium,2,0.3,Microbrewery,1.0,0.01,JP Nagar
1009002,Student,trial_only,22,29578,516.0,Mid-range,1,0.35,Dessert Parlor,44.0,0.15,Mysore Road
1009003,Office Worker,trial_only,40,34368,543.0,Mid-range,1,0.2,Quick Bites,37.0,0.15,Indiranagar
1009004,Student,regular,21,26454,394.0,Budget,1,0.35,Quick Bites,7.4,0.03,HSR
1009005,Student,occasional,21,13714,158.0,Budget,1,0.35,Cafe,19.0,0.06,HSR
1009006,Family,occasional,49,134064,408.0,Budget,3,0.15,Casual Dining,1.4,0.06,HSR
1009007,Student,trial_only,18,13565,276.0,Budget,2,0.35,Cafe,11.4,0.15,Indiranagar
1009008,Office Worker,occasional,40,56136,629.0,Mid-range,1,0.2,Quick Bites,4.8,0.06,Koramangala 5th Block
1009009,Family,power_user,37,139148,1295.0,Premium,6,0.15,Cafe,5.4,0.01,MG Road
1009010,Student,occasional,20,14318,245.0,Budget,1,0.35,Quick Bites,7.7,0.06,MG Road
1009011,Office Worker,power_user,34,37962,391.0,Budget,1,0.2,Casual Dining,4.3,0.01,HSR
1009012,Family,occasional,52,136534,909.0,Mid-range,3,0.15,Casual Dining,20.8,0.06,Lavelle Road
1009013,Couple,occasional,44,114094,1141.0,Premium,3,0.3,Fine Dining,13.0,0.06,Brookefield
1009014,Office Worker,occasional,36,55161,433.0,Budget,1,0.2,Cafe,1.1,0.06,Bannerghatta Road
1009015,Food Explorer,regular,31,49798,759.0,Mid-range,1,0.7,Pub,1.6,0.03,Jayanagar
1009016,Couple,occasional,27,80546,2015.0,Luxury,2,0.3,Lounge,8.6,0.06,Koramangala 5th Block
1009017,Family,occasional,26,86093,1061.0,Premium,2,0.15,Fine Dining,7.7,0.06,Bellandur
1009018,Office Worker,regular,38,69557,637.0,Mid-range,2,0.2,Casual Dining,9.3,0.03,Electronic City
1009019,Family,regular,24,96063,431.0,Budget,7,0.15,Casual Dining,5.5,0.03,Bannerghatta Road
1009020,Couple,regular,34,87853,1522.0,Premium,3,0.3,Fine Dining,4.9,0.03,Koramangala 5th Block
1009021,Office Worker,trial_only,30,45679,355.0,Budget,1,0.2,Quick Bites,23.3,0.15,HSR
1009022,Food Explorer,occasional,35,53466,1019.0,Premium,1,0.7,Lounge,17.4,0.06,Shivajinagar
1009023,Food Explorer,occasional,28,104938,939.0,Mid-range,1,0.7,Bar,9.7,0.06,Koramangala 5th Block
1009024,Office Worker,occasional,35,59011,510.0,Mid-range,1,0.2,Quick Bites,25.2,0.06,Domlur
1009025,Family,trial_only,38,128546,651.0,Mid-range,4,0.15,Fine Dining,18.2,0.15,Banashankari
1009026,Office Worker,occasional,38,47351,402.0,Budget,1,0.2,Food Court,42.7,0.06,Kalyan Nagar
1009027,Couple,power_user,28,58744,1079.0,Premium,1,0.3,Lounge,1.7,0.01,Marathahalli
1009028,Couple,regular,40,123349,1429.0,Premium,2,0.3,Lounge,4.4,0.03,HSR
1009029,Student,power_user,23,28053,332.0,Budget,2,0.35,Dessert Parlor,1.0,0.01,Bellandur
1009030,Student,trial_only,23,11176,414.0,Budget,2,0.35,Cafe,25.5,0.15,Ulsoor
1009031,Office Worker,occasional,31,83178,611.0,Mid-range,1,0.2,Cafe,9.9,0.06,Koramangala 1st Block
1009032,Food Explorer,occasional,28,108228,389.0,Budget,2,0.7,Fine Dining,7.1,0.06,Ejipura
1009033,Office Worker,occasional,32,80923,498.0,Budget,1,0.2,Food Court,5.2,0.06,HSR
1009034,Couple,trial_only,45,96135,1339.0,Premium,2,0.3,Lounge,3.8,0.15,Basavanagudi
1009035,Office Worker,trial_only,26,71629,440.0,Budget,1,0.2,Casual Dining,46.3,0.15,Koramangala 7th Block
1009036,Office Worker,occasional,34,30956,544.0,Mid-range,1,0.2,Casual Dining,6.7,0.06,Koramangala 4th Block
1009037,Food Explorer,regular,26,87873,723.0,Mid-range,2,0.7,Kiosk,4.4,0.03,Koramangala 5th Block
1009038,Family,regular,47,76003,685.0,Mid-range,4,0.15,Casual Dining,5.7,0.03,MG Road
1009039,Office Worker,occasional,30,84558,436.0,Budget,1,0.2,Quick Bites,3.2,0.06,Koramangala 7th Block
1009040,Student,occasional,24,33636,272.0,Budget,1,0.35,Cafe,24.2,0.06,"ITPL Main Road, Whitefield"
1009041,Student,occasional,19,13761,242.0,Budget,1,0.35,Cafe,1.4,0.06,Ulsoor
1009042,Student,regular,18,23425,293.0,Budget,1,0.35,Quick Bites,14.3,0.03,Koramangala 7th Block
1009043,Office Worker,occasional,40,65535,320.0,Budget,1,0.2,Casual Dining,23.9,0.06,JP Nagar
1009044,Family,regular,32,152226,895.0,Mid-range,4,0.15,Cafe,9.3,0.03,Koramangala 5th Block
1009045,Office Worker,regular,24,59327,590.0,Mid-range,1,0.2,Quick Bites,10.2,0.03,Electronic City
1009046,Student,trial_only,23,32070,304.0,Budget,1,0.35,Bakery,22.0,0.15,Malleshwaram
1009047,Office Worker,occasional,30,50728,545.0,Mid-range,1,0.2,Casual Dining,32.7,0.06,HSR
1009048,Office Worker,regular,39,49218,466.0,Budget,3,0.2,Casual Dining,13.1,0.03,Commercial Street
1009049,Food Explorer,regular,30,98331,344.0,Budget,2,0.7,Takeaway,9.2,0.03,Shivajinagar
1009050,Office Worker,occasional,36,62815,651.0,Mid-range,2,0.2,Cafe,0.7,0.06,BTM
1009051,Student,regular,22,12046,106.0,Budget,1,0.35,Food Court,6.4,0.03,New BEL Road
1009052,Family,regular,37,138039,802.0,Mid-range,2,0.15,Food Court,10.9,0.03,Koramangala 3rd Block
1009053,Food Explorer,occasional,31,62350,408.0,Budget,1,0.7,Fine Dining,12.8,0.06,Ulsoor
1009054,Couple,occasional,29,134159,1675.0,Premium,4,0.3,Fine Dining,16.6,0.06,Richmond Road
1009055,Couple,power_user,40,133648,1265.0,Premium,2,0.3,Pub,4.0,0.01,Koramangala 5th Block
1009056,Food Explorer,occasional,31,73607,1239.0,Premium,1,0.7,Bakery,3.6,0.06,Koramangala 7th Block
1009057,Family,occasional,20,162388,807.0,Mid-range,2,0.15,Casual Dining,27.0,0.06,Bellandur
1009058,Food Explorer,regular,29,116141,410.0,Budget,2,0.7,Lounge,15.5,0.03,Indiranagar
1009059,Student,regular,20,28236,163.0,Budget,2,0.35,Bakery,11.4,0.03,Koramangala 1st Block
1009060,Couple,regular,43,110712,1532.0,Premium,3,0.3,Lounge,10.4,0.03,BTM
1009061,Couple,regular,33,143302,950.0,Mid-range,1,0.3,Cafe,7.0,0.03,Whitefield
1009062,Food Explorer,trial_only,32,109910,495.0,Budget,1,0.7,Lounge,24.9,0.15,Jayanagar
1009063,Office Worker,occasional,24,58680,573.0,Mid-range,1,0.2,Cafe,5.7,0.06,Koramangala 5th Block
1009064,Couple,trial_only,32,58335,1516.0,Premium,4,0.3,Cafe,131.5,0.15,Koramangala 5th Block
1009065,Student,regular,19,25019,251.0,Budget,1,0.35,Quick Bites,8.0,0.03,Koramangala 7th Block
1009066,Family,occasional,37,115601,709.0,Mid-range,4,0.15,Casual Dining,7.3,0.06,Basaveshwara Nagar
1009067,Office Worker,occasional,39,51946,274.0,Budget,1,0.2,Cafe,12.5,0.06,Koramangala 7th Block
1009068,Family,occasional,53,81500,389.0,Budget,7,0.15,Fine Dining,22.0,0.06,Residency Road
1009069,Family,trial_only,30,145991,953.0,Mid-range,3,0.15,Fine Dining,20.3,0.15,Jayanagar
1009070,Office Worker,occasional,34,84713,537.0,Mid-range,1,0.2,Food Court,17.5,0.06,Koramangala 2nd Block
1009071,Student,occasional,24,24940,329.0,Budget,2,0.35,Dessert Parlor,9.7,0.06,Jayanagar
1009072,Office Worker,trial_only,27,44099,469.0,Budget,1,0.2,Quick Bites,44.0,0.15,Kumaraswamy Layout
1009073,Family,trial_only,35,60147,659.0,Mid-range,2,0.15,Cafe,29.3,0.15,Domlur
1009074,Family,trial_only,38,145558,1094.0,Premium,2,0.15,Casual Dining,43.0,0.15,Shanti Nagar
1009075,Family,regular,20,78917,443.0,Budget,2,0.15,Casual Dining,3.3,0.03,Majestic
1009076,Student,power_user,21,11571,263.0,Budget,3,0.35,Cafe,6.5,0.01,Domlur
1009077,Couple,regular,26,69723,1248.0,Premium,2,0.3,Fine Dining,3.9,0.03,Koramangala 3rd Block
1009078,Family,occasional,31,84101,800.0,Mid-range,3,0.15,Dessert Parlor,16.6,0.06,Koramangala 1st Block
1009079,Student,power_user,18,18485,300.0,Budget,2,0.35,Cafe,0.8,0.01,JP Nagar
1009080,Office Worker,regular,36,49191,398.0,Budget,1,0.2,Casual Dining,2.8,0.03,MG Road
1009081,Office Worker,occasional,38,41846,504.0,Mid-range,2,0.2,Quick Bites,6.5,0.06,Electronic City
1009082,Office Worker,regular,27,76913,328.0,Budget,2,0.2,Delivery,7.9,0.03,BTM
1009083,Student,occasional,18,30655,288.0,Budget,1,0.35,Quick Bites,12.1,0.06,Old Airport Road
1009084,Student,regular,21,16279,335.0,Budget,1,0.35,Cafe,4.3,0.03,BTM
1009085,Student,trial_only,18,19209,273.0,Budget,1,0.35,Cafe,15.0,0.15,Indiranagar
1009086,Student,regular,21,30422,300.0,Budget,1,0.35,Beverage Shop,15.7,0.03,BTM
1009087,Office Worker,occasional,32,87170,472.0,Budget,1,0.2,Quick Bites,10.6,0.06,Marathahalli
1009088,Couple,occasional,34,128861,672.0,Mid-range,2,0.3,Lounge,13.6,0.06,HSR
1009089,Office Worker,regular,32,63190,283.0,Budget,1,0.2,Cafe,2.2,0.03,Residency Road
1009090,Office Worker,regular,33,89533,463.0,Budget,1,0.2,Quick Bites,8.2,0.03,Richmond Road
1009091,Family,trial_only,25,147252,678.0,Mid-range,6,0.15,Casual Dining,51.9,0.15,BTM
1009092,Office Worker,occasional,35,70629,395.0,Budget,2,0.2,Quick Bites,22.3,0.06,Koramangala 5th Block
1009093,Student,power_user,22,10744,346.0,Budget,1,0.35,Quick Bites,0.5,0.01,HSR
1009094,Student,occasional,19,25936,221.0,Budget,2,0.35,Quick Bites,9.8,0.06,Kammanahalli
1009095,Student,regular,21,17199,107.0,Budget,1,0.35,Quick Bites,8.8,0.03,Koramangala 4th Block
1009096,Family,occasional,30,132184,1131.0,Premium,6,0.15,Fine Dining,18.4,0.06,Koramangala 1st Block
1009097,Office Worker,occasional,30,64381,571.0,Mid-range,2,0.2,Quick Bites,1.9,0.06,Commercial Street
1009098,Office Worker,occasional,36,36577,570.0,Mid-range,4,0.2,Casual Dining,4.3,0.06,Whitefield
1009099,Family,power_user,41,115361,576.0,Mid-range,2,0.15,Fine Dining,1.4,0.01,Indiranagar
1009100,Food Explorer,regular,39,81058,581.0,Mid-range,2,0.7,Casual Dining,9.5,0.03,Kammanahalli
1009101,Office Worker,power_user,33,32855,323.0,Budget,2,0.2,Quick Bites,2.2,0.01,BTM
1009102,Office Worker,regular,23,81089,444.0,Budget,1,0.2,Casual Dining,3.1,0.03,Malleshwaram
1009103,Office Worker,occasional,35,86253,415.0,Budget,1,0.2,Cafe,22.5,0.06,Koramangala 7th Block
1009104,Family,occasional,22,62502,584.0,Mid-range,4,0.15,Casual Dining,18.7,0.06,Electronic City
1009105,Family,power_user,32,74427,901.0,Mid-range,3,0.15,Casual Dining,3.9,0.01,BTM
1009106,Family,regular,53,75198,748.0,Mid-range,3,0.15,Cafe,4.0,0.03,Koramangala 5th Block
1009107,Student,occasional,24,21031,438.0,Budget,3,0.35,Bakery,1.1,0.06,Jayanagar
1009108,Office Worker,occasional,25,66033,459.0,Budget,1,0.2,Quick Bites,12.8,0.06,Banashankari
1009109,Couple,trial_only,45,74152,436.0,Budget,2,0.3,Lounge,11.8,0.15,JP Nagar
1009110,Office Worker,regular,40,80821,269.0,Budget,1,0.2,Cafe,13.4,0.03,West Bangalore
1009111,Food Explorer,regular,38,64844,1124.0,Premium,1,0.7,Bar,7.6,0.03,Koramangala 3rd Block
1009112,Office Worker,regular,37,48440,414.0,Budget,1,0.2,Quick Bites,2.1,0.03,Banaswadi
1009113,Office Worker,occasional,24,65283,474.0,Budget,2,0.2,Quick Bites,4.8,0.06,Richmond Road
1009114,Office Worker,occasional,25,82289,451.0,Budget,1,0.2,Quick Bites,7.4,0.06,Banaswadi
1009115,Office Worker,power_user,34,44937,592.0,Mid-range,1,0.2,Quick Bites,8.7,0.01,Frazer Town
1009116,Couple,power_user,26,83752,628.0,Mid-range,1,0.3,Cafe,4.2,0.01,Electronic City
1009117,Student,occasional,19,18468,406.0,Budget,2,0.35,Cafe,32.9,0.06,HSR
1009118,Family,regular,55,115855,1052.0,Premium,3,0.15,Cafe,1.0,0.03,Koramangala 5th Block
1009119,Family,occasional,52,111472,801.0,Mid-range,3,0.15,Casual Dining,7.9,0.06,Cunningham Road
1009120,Couple,regular,29,145304,1324.0,Premium,1,0.3,Fine Dining,14.9,0.03,Vasanth Nagar
1009121,Family,regular,39,77581,726.0,Mid-range,5,0.15,Casual Dining,18.5,0.03,Bellandur
1009122,Food Explorer,regular,32,73407,179.0,Budget,1,0.7,Lounge,10.7,0.03,Frazer Town
1009123,Couple,trial_only,29,75376,1374.0,Premium,1,0.3,Cafe,58.0,0.15,Banaswadi
1009124,Office Worker,power_user,27,65969,475.0,Budget,2,0.2,Casual Dining,2.4,0.01,Sarjapur Road
1009125,Couple,regular,33,128109,1280.0,Premium,1,0.3,Microbrewery,2.9,0.03,BTM
1009126,Food Explorer,trial_only,33,114838,721.0,Mid-range,1,0.7,Dhaba,55.4,0.15,BTM
1009127,Office Worker,regular,37,56260,390.0,Budget,2,0.2,Casual Dining,6.9,0.03,JP Nagar
1009128,Family,regular,50,91726,1099.0,Premium,2,0.15,Casual Dining,24.8,0.03,Whitefield
1009129,Office Worker,regular,23,87831,451.0,Budget,2,0.2,Food Court,1.2,0.03,Koramangala 5th Block
1009130,Family,occasional,43,71032,908.0,Mid-range,3,0.15,Casual Dining,13.0,0.06,Bellandur
1009131,Student,regular,22,13283,278.0,Budget,1,0.35,Dessert Parlor,5.8,0.03,Sarjapur Road
1009132,Family,trial_only,21,174964,1010.0,Premium,3,0.15,Fine Dining,74.4,0.15,Koramangala 5th Block
1009133,Office Worker,occasional,38,83186,460.0,Budget,1,0.2,Delivery,7.7,0.06,MG Road
1009134,Family,occasional,41,127180,783.0,Mid-range,4,0.15,Dessert Parlor,12.2,0.06,Kammanahalli
1009135,Student,regular,23,18215,397.0,Budget,1,0.35,Quick Bites,11.3,0.03,"ITPL Main Road, Whitefield"
1009136,Family,occasional,43,175901,455.0,Budget,5,0.15,Casual Dining,23.7,0.06,New BEL Road
1009137,Office Worker,trial_only,29,87493,422.0,Budget,2,0.2,Delivery,3.3,0.15,Frazer Town
1009138,Family,trial_only,27,164010,677.0,Mid-range,5,0.15,Casual Dining,26.6,0.15,HSR
1009139,Office Worker,power_user,29,76312,487.0,Budget,1,0.2,Delivery,1.6,0.01,Basavanagudi
1009140,Student,occasional,23,24866,325.0,Budget,1,0.35,Cafe,10.3,0.06,Richmond Road
1009141,Office Worker,occasional,34,52306,449.0,Budget,1,0.2,Casual Dining,24.6,0.06,Bannerghatta Road
1009142,Food Explorer,trial_only,33,77707,421.0,Budget,1,0.7,Cafe,38.3,0.15,"Varthur Main Road, Whitefield"
1009143,Student,regular,18,23564,298.0,Budget,2,0.35,Beverage Shop,7.0,0.03,Whitefield
1009144,Family,occasional,20,117630,865.0,Mid-range,5,0.15,Casual Dining,12.5,0.06,Rajajinagar
1009145,Student,occasional,22,31533,286.0,Budget,1,0.35,Cafe,5.7,0.06,Banashankari
1009146,Family,trial_only,54,79922,1022.0,Premium,5,0.15,Cafe,53.2,0.15,Jayanagar
1009147,Student,occasional,20,12073,349.0,Budget,2,0.35,Cafe,7.8,0.06,Koramangala 8th Block
1009148,Office Worker,trial_only,31,57214,452.0,Budget,2,0.2,Quick Bites,25.8,0.15,Indiranagar
1009149,Office Worker,regular,40,42416,215.0,Budget,2,0.2,Quick Bites,4.3,0.03,HSR
1009150,Student,regular,19,30544,283.0,Budget,2,0.35,Quick Bites,2.6,0.03,Bommanahalli
1009151,Office Worker,regular,32,80904,513.0,Mid-range,1,0.2,Food Court,1.8,0.03,Marathahalli
1009152,Office Worker,trial_only,24,89328,422.0,Budget,2,0.2,Casual Dining,78.4,0.15,Whitefield
1009153,Office Worker,regular,27,53166,480.0,Budget,1,0.2,Quick Bites,3.3,0.03,Whitefield
1009154,Food Explorer,occasional,29,116828,544.0,Mid-range,1,0.7,Dessert Parlor,1.1,0.06,HSR
1009155,Office Worker,trial_only,35,36081,473.0,Budget,1,0.2,Cafe,37.0,0.15,Banaswadi
1009156,Food Explorer,trial_only,27,116975,950.0,Mid-range,1,0.7,Kiosk,78.0,0.15,Whitefield
1009157,Office Worker,occasional,31,44764,529.0,Mid-range,1,0.2,Quick Bites,40.3,0.06,BTM
1009158,Student,occasional,20,10475,196.0,Budget,2,0.35,Quick Bites,10.9,0.06,Mysore Road
1009159,Student,regular,18,30637,167.0,Budget,1,0.35,Dessert Parlor,9.9,0.03,Malleshwaram
1009160,Office Worker,occasional,37,60946,494.0,Budget,3,0.2,Food Court,7.9,0.06,BTM
1009161,Office Worker,occasional,35,54773,567.0,Mid-range,1,0.2,Casual Dining,56.8,0.06,Race Course Road
1009162,Couple,occasional,38,70013,702.0,Mid-range,2,0.3,Cafe,8.4,0.06,Commercial Street
1009163,Family,regular,40,109877,758.0,Mid-range,3,0.15,Dessert Parlor,2.6,0.03,Sarjapur Road
1009164,Family,regular,24,133834,1275.0,Premium,3,0.15,Casual Dining,11.7,0.03,Koramangala 7th Block
1009165,Office Worker,occasional,32,38622,423.0,Budget,1,0.2,Cafe,28.0,0.06,Bellandur
1009166,Office Worker,occasional,35,86751,703.0,Mid-range,1,0.2,Quick Bites,10.9,0.06,MG Road
1009167,Family,trial_only,37,146839,635.0,Mid-range,2,0.15,Dessert Parlor,42.9,0.15,BTM
1009168,Student,occasional,23,31917,248.0,Budget,1,0.35,Quick Bites,12.5,0.06,Wilson Garden
1009169,Student,trial_only,20,11114,244.0,Budget,2,0.35,Dessert Parlor,1.3,0.15,BTM
