address,name,online_order,book_table,rate,votes,location,rest_type,cuisines,cost,listed_in(type),listed_in(city),popularity_score,appeal_score
"3148, 2nd Cross, 4th Phase Girinagar, Near Hosagarnahalli Cross, Banashankari, Bangalore",Wood Stove,0,0,,0,Banashankari,"Takeaway, Delivery",South Indian,150,Delivery,Banashankari,,0.34420194549135175
"662, 19th Main, Kidney Foundation, Padmanabhan Nagar, Banashankari, Bangalore",Kulfi & More,0,0,,0,Banashankari,Dessert Parlor,"Ice Cream, Desserts, Juices",150,Delivery,Banashankari,,0.34420194549135175
"1189, 9th Main, Ashok Nagar, Bank 1st Stage, Banashankari, Bangalore",Kannadigas Karavali,0,0,,0,Banashankari,Quick Bites,"Mangalorean, South Indian, North Indian",250,Delivery,Banashankari,,0.34420194549135175
"27, 27th Cross, 2nd Stage, Banashankari, Bangalore",K27 - The Pub,0,0,3.1,30,Banashankari,Bar,"Chinese, North Indian",1000,Delivery,Banashankari,0.16881132711885194,0.4309572011988321
"4001/4002, Annapoorneshwari Plaza, Near Seetha Circle, Hosakerehalli Cross, Banashankari, Bangalore",Bengaluru Coffee House,1,0,4.1,201,Banashankari,Quick Bites,"South Indian, North Indian, Chinese, Street Food",300,Delivery,Banashankari,0.30393911750275965,0.6331948553644439
"89, Near PES College, 22nd Main Road, Girinagar, 1st Stage, Banashankari, Bangalore",New Mangalore Lunch Home,0,0,3.3,7,Banashankari,Quick Bites,"Mangalorean, South Indian, North Indian",200,Delivery,Banashankari,0.19379791181160302,0.41714369672205015
"10th Main, Hanumanthanagar, 50 Feet Road, Phase 1, Banashankari, Bangalore",Coffee Bytes,0,0,3.1,6,Banashankari,Quick Bites,"Fast Food, South Indian",100,Delivery,Banashankari,0.16795581381086716,0.4077535095107673
"68, Opposite ICICI Bank, 21st Main Road, 2nd Stage, Banashankari, Bangalore",Parjanya Chat Zone,0,0,3.3,17,Banashankari,Quick Bites,"Street Food, Fast Food",200,Delivery,Banashankari,0.19415437568993002,0.43781937113066294
"590, 24th Cross, 2nd Stage, Banashankari, Bangalore",Kwality Wall's Swirl's Happiness Station,0,0,2.9,25,Banashankari,Dessert Parlor,"Ice Cream, Desserts",200,Delivery,Banashankari,0.1428266435667852,0.4131487129939715
"346, 7th Cross, 8th Main Road, Padmanabham Nagar, Banashankari, Bangalore",Soms Kitchen & Bakes,0,0,,0,Banashankari,Delivery,"South Indian, North Indian, Continental",400,Delivery,Banashankari,,0.34420194549135175
"17/1, Ramalh Garden, Kadieranahall Circle, Near Raghavendra Flour Mill, Dr Vishnuvardhan Main Road, BSK 2nd Stage, Banashankari, Bangalore",Banashankari Nati Style,0,0,,0,Banashankari,Quick Bites,"Biryani, Chinese, South Indian, North Indian",350,Delivery,Banashankari,,0.34420194549135175
"Padmanabhanagar, Banashankari, Bangalore",Ruchi Maayaka,0,0,3.3,8,Banashankari,Delivery,South Indian,100,Delivery,Banashankari,0.19383355819943573,0.42048692777694807
"29, 5th Cross, Near PES College, 100 Feet Road, Dwaraka Nager, Banashankari, Bangalore",Mohitesh Hut Roll,0,0,,0,Banashankari,Quick Bites,"Rolls, North Indian",150,Delivery,Banashankari,,0.34420194549135175
"692, 12th Cross, 7th Block Kankapura Main Road, Banashankari, Bangalore",Sri Basaveshwar Jolada Rotti Oota,0,0,,0,Banashankari,Quick Bites,South Indian,150,Delivery,Banashankari,,0.34420194549135175
"28, 4th Cross Road, Dwaraka Nagar, Banashankari, Bengaluru",Roll Magic Fast Food,0,0,,0,Banashankari,"Takeaway, Delivery","Biryani, Rolls, Chinese",200,Delivery,Banashankari,,0.34420194549135175
"3/16, 22 Main Road, Magenta Block, PES College, Road Bank Colony, Banashankari, Bangalore",Foodlieious Multi Cuisine,0,0,,0,Banashankari,Quick Bites,North Indian,100,Delivery,Banashankari,,0.34420194549135175
"17/1, Ramaiah Garden, Kadirenahalli Circle, Dr Vishnuvardhan Main Road, 2nd Stage, Banashankari, Bangalore",Thanishka Nati And Karavali Style,0,0,,0,Banashankari,Quick Bites,"Biryani, Fast Food",400,Delivery,Banashankari,,0.34420194549135175
"2/1, 7th Main, Dwarakangar, Banashankari, Bangalore",Swathi Cool Point,0,0,,0,Banashankari,Beverage Shop,"Beverages, Juices",200,Delivery,Banashankari,,0.34420194549135175
"487, Cauvery Complex, S.B.M Colony, 80 Feet Road, Banashankri, Bangalore",Kaumudis Juoice,0,0,,0,Banashankari,"Beverage Shop, Quick Bites","Beverages, Fast Food, Juices",150,Delivery,Banashankari,,0.34420194549135175
"10, 4th cross, Muneshwara Block, Devinagar, Banashankari, Bangalore",Amma - Manae,0,0,,0,Banashankari,"Takeaway, Delivery",South Indian,400,Delivery,Banashankari,,0.34420194549135175
"559/1, Opposite Canara Bank ATM, Pipelane Road, Sri Nagar, Banashankari, Bengaluru",Sri Sai Tiffannies,0,0,,0,Banashankari,Quick Bites,"South Indian, Chinese",150,Delivery,Banashankari,,0.34420194549135175
"263, 3rd Main Road, Chikka Laksandra, Banashankari, Bangalore",Hotel Andhra Speices,0,0,,0,Banashankari,Quick Bites,Andhra,250,Delivery,Banashankari,,0.34420194549135175
"57, 3rd cross, 80 feet Road, Banashankari, Bangalore",Sri Murari Family Restaurant,0,0,,0,Banashankari,Quick Bites,Biryani,250,Delivery,Banashankari,,0.34420194549135175
"94, Katriguppe Main Road, Opposite Pai Showroom, Banashankari, Bangalore",Aramane Donne Biriyani,0,0,,0,Banashankari,Quick Bites,"South Indian, Biryani",150,Delivery,Banashankari,,0.34420194549135175
"66, Benaka, 2nd Cross, 2nd Main, Kathriguppe East, 3rd Stage, Banashankari, Bangalore",Darkolates,0,0,,0,Banashankari,Confectionery,Desserts,200,Delivery,Banashankari,,0.34420194549135175
"617, 100 Feet Ring Road Next to Devegowda Petrol Pump, Banashankari, Bangalore",Swaada Healthy Kitchen,0,0,,0,Banashankari,"Quick Bites, Beverage Shop","Healthy Food, Juices, Sandwich",350,Delivery,Banashankari,,0.34420194549135175
"209, 5th Cross, AG Thaneerappa Road, 1st Phase Girinagar, Ganapathi Nagar, Banashankari Stage I, Banashankari, Bengaluru",Gawdaru Mane Beriyani,0,0,,0,Banashankari,Quick Bites,"South Indian, Biryani",300,Delivery,Banashankari,,0.34420194549135175
"Bhuvaneshwari Nagar BSK 3RD Stage, Banashankari, Bangalore",Melting Melodies,0,0,,0,Banashankari,"Takeaway, Delivery","Pizza, Fast Food",100,Delivery,Banashankari,,0.34420194549135175
"77, 50 Ft Road, Hanumathnagara, Banashankari, Bangalore",New Indraprasta,0,0,,0,Banashankari,Quick Bites,"South Indian, Beverages",150,Delivery,Banashankari,,0.34420194549135175
"21, 80 Feet Road, 3rd Phase, 4th Block, 3rd Stage, Banashankari, Bangalore",Anna Kuteera,1,0,4.0,771,Banashankari,Casual Dining,"South Indian, North Indian, Chinese",450,Delivery,Banashankari,0.3113543327609469,0.6781246830622052
"1, Near BDA Complex, 24th Main, 2nd Stage, Banashankari, Bangalore",Darbar,0,0,3.0,98,Banashankari,Bar,"North Indian, Chinese",800,Delivery,Banashankari,0.1583320556850239,0.42722845176312896
"No.37, Shree Complex, Next to Dominoes Pizza, Bull temple Road, Basavanagudi, Bangalore",Vijayalakshmi,1,0,3.9,47,Basavanagudi,Quick Bites,South Indian,200,Delivery,Banashankari,0.2726431221636207,0.5259953023177508
"155, 43rd Cross Road, 8th Block, Jayanagar, Bangalore",Sri Udupi Food Hub,1,1,4.1,175,Jayanagar,Casual Dining,"South Indian, North Indian, Chinese, Beverages",500,Delivery,Banashankari,0.30301231141910945,0.6257929743445275
"No.1585, 22nd Main,Banashankari 1st Stage",Udupi Upahar,1,0,3.8,58,Banashankari,Quick Bites,"South Indian, Chinese, North Indian, Juices",300,Delivery,Banashankari,0.26013200662332875,0.5241374827377737
"39/1, R.V Road, Opposite Vijaya College, Basavanagudi, Bangalore",House Of Kebabs,1,0,3.8,540,Basavanagudi,Casual Dining,"North Indian, Kebab, Biryani, Chinese",650,Delivery,Banashankari,0.27731356555868997,0.6224511433037372
"608, 21st Cross, Kumaraswamy Layout, Bangalore",Roll N Rock,1,0,3.8,124,Kumaraswamy Layout,Quick Bites,"Chinese, North Indian, Mughlai, Rolls",400,Delivery,Banashankari,0.26248466822028693,0.5584839570683962
"100 Feet Ring Road, 2nd Phase, Banashankari, Bangalore",BOX8- Desi Meals,1,0,4.1,340,Banashankari,"Takeaway, Delivery","North Indian, Mughlai, Fast Food",500,Delivery,Banashankari,0.3088939654115049,0.6599866185681167
"1, 80 Feet Road, 6th Block, 3rd Stage, Banashankari, Bangalore",KFC,1,0,3.8,505,Banashankari,Quick Bites,"Burger, Fast Food",450,Delivery,Banashankari,0.2760659419845455,0.6196067307668056
"12, Banashankari, Bangalore",Bitez,0,0,,0,Banashankari,Quick Bites,Fast Food,100,Delivery,Banashankari,,0.34420194549135175
"1A/29 , Shop 2 , 27th Cross, Jayanagar, Bangalore",Roll Over,1,0,4.1,438,Jayanagar,Dessert Parlor,"Desserts, Ice Cream, Beverages, Fast Food, Sandwich",500,Delivery,Banashankari,0.31238731141910947,0.6722471153028151
"153, Satellite Bus Stand, Byataranyapura, Mysore Road, Bangalore",Imperial Restaurant,1,0,3.7,264,Mysore Road,Casual Dining,"North Indian, Chinese, Biryani, Beverages",750,Delivery,Banashankari,0.2545719367104133,0.5732493394039415
"Dayanand Sagar College Road, Kumaraswamy Layout, Bangalore",Lassi Shop,1,0,3.9,169,Kumaraswamy Layout,Beverage Shop,"Beverages, Juices, Ice Cream",150,Delivery,Banashankari,0.27699198147921,0.5894640378554772
"Basement, MR Complex, Near Police Station, 25th Cross, 14th Main, Kumaraswamy Layout, Bangalore",The Fortuna,1,0,3.0,67,Kumaraswamy Layout,Quick Bites,"North Indian, Chinese",250,Delivery,Banashankari,0.1572270176622102,0.4245008826898976
"28/29, 9th Main Road, 3rd Block, Jayanagar, Bangalore",Wahab,1,0,3.7,97,Jayanagar,Quick Bites,"North Indian, Mughlai, Chinese",350,Delivery,Banashankari,0.24861898994235246,0.5324174238785064
"11/2, Ground Floor, Khazi Street, Basavanagudi, Bangalore",Al Diwan Biryanis And More,1,0,3.3,12,Basavanagudi,"Takeaway, Delivery",Biryani,300,Delivery,Banashankari,0.19397614375076652,0.4301746463243882
"4th Cross Road, Byatarayanapura, Srinagar, Banashankari, Bangalore",New Gowda's Fried Chicken,1,0,3.3,12,Banashankari,Quick Bites,Biryani,300,Delivery,Banashankari,0.19397614375076652,0.4301746463243882
"28-29, 3rd Block, 9th Main Road, Jayanagar, Bangalore",Canton,1,0,3.6,195,Jayanagar,Casual Dining,"Chinese, Seafood, Biryani",800,Delivery,Banashankari,0.23920911014350543,0.5431846702226429
"92/1, Gandhi Bazaar Main Road, Basavangudi. Next to Vodafone Showroom, Basavanagudi, Bangalore",Diabetics Dezire Sugarless Sweets and Bakes,1,0,3.3,13,Basavanagudi,"Dessert Parlor, Sweet Shop","Desserts, Mithai",300,Delivery,Banashankari,0.19401179013859923,0.4319895883355256
"615/1, Ground Floor, Janardhan Mansion, 10th C Main, 32nd D Cross, 4th Block, Jayanagar, Bangalore",The Blue Wagon - Kitchen,1,0,4.6,228,Jayanagar,Cafe,"Cafe, Beverages",400,Delivery,Banashankari,0.3694176990065006,0.7304849765015672
"79, Vanivilas Road, Next to KFC, Basavanagudi, Bangalore",HOT COFFEE,1,0,4.1,70,Basavanagudi,Quick Bites,"South Indian, Chinese",150,Delivery,Banashankari,0.299269440696676,0.5731729573212033
"805, Ground Floor, 35C Cross, 9th Main, 4th Block, Jayanagar, Bangalore",Patio 805,1,1,4.1,364,Jayanagar,Casual Dining,"Thai, Vietnamese, Asian, Chinese",1200,Delivery,Banashankari,0.30974947871948966,0.66332593812752
"1304, Kathriguppe Main Road, Ashok Nagar, NR Colony, Basavanagudi, Bangalore",Lassi Corner,1,0,3.7,107,Basavanagudi,Beverage Shop,"Beverages, Ice Cream",150,Delivery,Banashankari,0.24897545382067945,0.5364041996530459
"1761, Near Swathi Nursing Home, 14th Main Road, 1st Stage, Kumaraswamy Layout, Bangalore",Sagar Deluxe,1,0,3.2,167,Kumaraswamy Layout,Quick Bites,"South Indian, North Indian, Chinese, Juices",300,Delivery,Banashankari,0.18659810805838342,0.46863588620726043
"374/B, 2nd Phase, BSK 3rd Stage, Srinivasa Nagar, Banashankari, Bangalore",Kanti Sweets,1,0,4.0,115,Banashankari,Sweet Shop,"Mithai, Street Food",400,Delivery,Banashankari,0.28797030234269594,0.586659419548762
"582,2nd Main, 6th Block 2nd Phase Banshankari 3rd Stage Bangalore-560085",Vegetalia,1,0,3.7,27,Banashankari,"Takeaway, Delivery","Italian, Pizza",400,Delivery,Banashankari,0.2461237427940635,0.48103146030708466
"3-94/1, 80 Feet Road, Near New Big Bazaar, Kathriguppe, Banashankari, Bangalore",Aramane Donne Biryani,1,0,3.5,57,Banashankari,Quick Bites,Biryani,200,Delivery,Banashankari,0.22138668281614124,0.4860082103189226
"9/1, Behind BMS College Hostel, Hanumantha Nagar, Banashankari, Bangalore",Ande Ka Funda,1,0,3.8,120,Banashankari,Quick Bites,"North Indian, Fast Food, Rolls",250,Delivery,Banashankari,0.26234208266895614,0.5570171836017059
"24, Next to Roti Ghar, Gandhi Bazaar Main Road, Basavanagudi, Bangalore",Cake Ghar,1,0,3.8,15,Basavanagudi,Bakery,Bakery,400,Delivery,Banashankari,0.2585992119465227,0.46380609196566513
"Rashtriya Vidyalaya Road, Basavanagudi, Bangalore",Energy Addaa,1,0,4.2,64,Basavanagudi,Quick Bites,"Salad, Healthy Food, Sandwich, Juices, Burger, Desserts, Pizza",500,Delivery,Banashankari,0.3119587881761315,0.5807873242777177
"855/A, 5th A Cross,10th Main Road, Srinivasanagar, Towords Maruthi Circle, Banashankari, Bangalore",Bhattara Bhojana,1,0,3.6,66,Banashankari,Quick Bites,South Indian,150,Delivery,Banashankari,0.2346107261130872,0.5036179615156344
"34, 22nd Main, 22nd Cross, Opposite BDA, 2nd Stage, Banashankari, Bangalore",Tandoori Knight,1,0,3.0,290,Banashankari,Quick Bites,"North Indian, Chinese, Biryani, Kebab",450,Delivery,Banashankari,0.1651761621489022,0.44585905784009144
"11/2, Old Market, V V Puram, Basavanagudi, Bangalore",Dev Sagar - Food Street,1,0,4.1,233,Basavanagudi,Quick Bites,Street Food,200,Delivery,Banashankari,0.30507980191340606,0.6409260437749689
"1779, 14th Main, Kumaraswamy Layout, Bangalore",Mitraa Da Pizza,1,0,3.8,115,Kumaraswamy Layout,Quick Bites,"Fast Food, Pizza",250,Delivery,Banashankari,0.26216385072979265,0.5551107853682503
"224/Y, 100 Feet Ring Road, 7th Block, 3rd Stage, Banashankari, Bangalore",Paradise Premium,1,0,3.1,119,Banashankari,Casual Dining,"Biryani, Andhra, Hyderabadi, North Indian",700,Delivery,Banashankari,0.17198385563596222,0.4452381696691587
"2, Old 36, 8th F Main, 3rd Block, Jayanagar, Bangalore",Grazers,1,1,3.9,291,Jayanagar,Cafe,"Cafe, Burger, Continental, Italian, Desserts",650,Delivery,Banashankari,0.2813408407947994,0.6147449459161938
"766/25-01, 47th A Cross, Near Sangam Circle, Adarsh Gardens Apartments Road, 8th Block, Jayanagar, Bangalore",Shakes Theory,1,0,4.5,155,Jayanagar,Beverage Shop,"Beverages, Sandwich",300,Delivery,Banashankari,0.353912286888262,0.6868718023379985
"1766, 14th Main, 1st Stage, Kumaraswamy Layout, Bangalore",@Italy,1,0,4.1,305,Kumaraswamy Layout,Casual Dining,Italian,700,Delivery,Banashankari,0.3076463418373604,0.6546071821766368
"Opposite BNM School, Near BDA complex, Banashankari, Bangalore",Chilli Flakes,1,0,3.6,46,Banashankari,Quick Bites,"Fast Food, Italian, Beverages",500,Delivery,Banashankari,0.2338977983564332,0.4909606428876231
"728/1, 14th Main Road, 1st Stage, Kumaraswamy Layout, Bangalore",Calcutta Cafe,1,0,3.5,45,Kumaraswamy Layout,Quick Bites,"Bengali, Chinese, Sandwich",350,Delivery,Banashankari,0.22095892616214885,0.4789991046729146
"416, 24th Cross, 9th Main, 2nd Stage, Banashankari, Bangalore",Old Mumbai Ice Cream,1,0,3.9,38,Banashankari,Dessert Parlor,Ice Cream,150,Delivery,Banashankari,0.27232230467312635,0.5152076233016136
"4009, 80 Feet Road, 4th Phase, Banashankari, Bangalore",Donne Biriyani House,1,0,3.9,441,Banashankari,Quick Bites,"South Indian, North Indian, Chinese, Biryani",400,Delivery,Banashankari,0.2866877989697043,0.6334164213059568
"12, Old 387, Market Road, V.V.Puram, Basavanagudi, Bangalore",By 2 Coffee,1,0,3.9,25,Basavanagudi,Quick Bites,South Indian,100,Delivery,Banashankari,0.2718589016313013,0.4942025162245353
"6th C Main, 4th Block, Jayanagar, Bangalore",Kedia's Fun Food,1,0,4.3,630,Jayanagar,Quick Bites,"North Indian, Street Food, Juices",200,Delivery,Banashankari,0.345037869495891,0.7294294244234291
"1771, 14th Main Road, 1stage, Kumaraswamy Layout, Bangalore",Davangere Butter Dosa Hotel,1,0,3.8,25,Kumaraswamy Layout,Quick Bites,South Indian,150,Delivery,Banashankari,0.2589556758248497,0.4860971359014789
"1424, 14th Main Road, 1st Stage, Kumaraswamy Layout, Bangalore",Just Shawarma,1,0,3.9,160,Kumaraswamy Layout,Quick Bites,Arabian,300,Delivery,Banashankari,0.2766711639887157,0.5868571484435611
"7/1, Behind BMS College Hostel, Hanumantha Nagar, Banashankari, Bangalore",Mini Punjabi Dhaba,1,0,4.2,287,Banashankari,Quick Bites,North Indian,350,Delivery,Banashankari,0.3199079326628235,0.6702843381016992
"19, V.V.puram National School Road, Basavanagudi, Bangalore",Mulabagilu Dosa,1,0,3.6,11,Basavanagudi,Quick Bites,South Indian,100,Delivery,Banashankari,0.23265017478228872,0.4417427418576865
"12,29 Near PES University Back Gate, D'Souza Nagar, Hosakerehalli, 3rd Stage, Banashankari, Bangalore",CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Down The Alley,1,0,4.1,402,Banashankari,Cafe,Cafe,500,Delivery,Banashankari,0.3111040414571323,0.6681371443261047
"1st Floor, GR Plaza, DVG Road, Near Gandhi Bazaar circle, Basavanagudi, Bangalore",Gokul Veg,1,0,3.8,469,Basavanagudi,Casual Dining,"North Indian, Chinese, Beverages",750,Delivery,Banashankari,0.27478267202256834,0.6164614645654445
"1763, Near Swathi Nursing Home, 14th Main Road, 1st Stage, Kumaraswamy Layout, Bangalore",Olive - Era,1,0,3.3,511,Kumaraswamy Layout,Casual Dining,"BBQ, Arabian, Rolls, Chinese, North Indian, Juices, Kebab, Desserts",550,Delivery,Banashankari,0.21176369127928363,0.52106422903368
"31/1, Puttalingaiah Road, Second Stage, Bangalore, Banashankari, Bangalore",Udupi Ruchi,1,0,3.9,57,Banashankari,Quick Bites,"South Indian, North Indian, Chinese, Street Food",200,Delivery,Banashankari,0.2729995860419477,0.535791787094985
"80 Feet Road, Hosakerehalli Cross, B S K 3rd Stage, Banashankari, Bangalore",Madhappa Hindu Military Hotel,1,0,3.4,14,Banashankari,Quick Bites,South Indian,300,Delivery,Banashankari,0.20695066233288356,0.43908586221151186
"17, Ground Floor, Near Big Bazar, 100 Feet Ring Road, 3rd Stage, Banashankari, Bangalore",Gama Gama,1,0,3.9,264,Banashankari,Quick Bites,South Indian,200,Delivery,Banashankari,0.28037838832331646,0.6102927877315308
"146, 50 ft Road, 3rd Phase, 3rd Stage, Near Katriguppe Water Tank Circle, Banashankari, Bangalore",The Vintage Cafe,1,0,3.0,62,Banashankari,Cafe,"Cafe, French, North Indian",400,Delivery,Banashankari,0.1570487857230467,0.4241285064583278
"2469, 21st Cross, Near BDA Complex, 2nd Stage, Banashankari, Bangalore",Pizza Hut,1,0,3.8,693,Banashankari,Casual Dining,"Pizza, Fast Food",750,Delivery,Banashankari,0.28276746289709304,0.632998042360718
"197/F, 8th B Main, 27th Cross, 3rd Block, Jayanagar, Bangalore",Mangalore Pearl,1,0,3.8,242,Jayanagar,Casual Dining,"Mangalorean, Seafood, Chinese, Biryani",650,Delivery,Banashankari,0.2666909419845455,0.5879886511755743
"26/3, Bugle Rock Road, Gandhi Bazaar, Basavanagudi, Bangalore",Asha Sweets Centre,1,0,3.6,27,Basavanagudi,Dessert Parlor,Fast Food,250,Delivery,Banashankari,0.2332205169876119,0.47253511458021036
"97, Opposite Jain College, Kavi Lakshmisha Road, VV Puram, Basavanagudi, Bangalore",Twiststick House,1,0,4.1,163,Basavanagudi,Quick Bites,"Continental, Fast Food, Street Food, Momos",500,Delivery,Banashankari,0.3025845547651171,0.6219385118448881
"1/4, Nisha Complex, KR Road, Near National College, Basavanagudi, Bangalore",Cool Corner,1,0,4.2,191,Basavanagudi,Quick Bites,"Street Food, Fast Food",250,Delivery,Banashankari,0.31648587943088435,0.6481020216349807
"9/63, 1st C Main Road, Kathreguppe, Vivekananda Nagar, Banashankri, Bangalore",Pizza Mane,1,0,3.5,32,Banashankari,Quick Bites,"Pizza, Sandwich, Burger, Fast Food",150,Delivery,Banashankari,0.22049552312032375,0.4690103672290722
"1, Kathriguppe Main Road, 3rd Stage, Banashankari, Bangalore",Dal Tadkaa,1,0,2.5,247,Banashankari,Casual Dining,North Indian,500,Delivery,Banashankari,0.09912723843983808,0.3503036630382406
"Cosmopolitan Club, 22nd Cross, 3rd Block, Jayanagar, Bangalore",Chutney Chang,1,1,4.1,2339,Jayanagar,Casual Dining,"North Indian, Chinese, BBQ",1500,Delivery,Banashankari,0.38015109468907143,0.7468604545954467
